C O . N # C c 1 c c n c ( Cl ) c 1 	C O c 1 c c ( C # N ) c c n 1
C S C C C ( N C ( C ) = O ) C ( = O ) O 	C S C C [C@H] ( N ) C ( = O ) O
C S C C C ( N C ( C ) = O ) C ( = O ) O 	C S C C [C@H] ( N ) C ( = O ) O
C C C C C C C C N C ( = O ) C C C C C C 	C C C C C C C C N C C C C C C C
Br Br . C C ( = O ) C ( C ) ( C ) C F 	C C ( C ) ( C F ) C ( = O ) C Br
C C 1 ( C C C Cl ) O C C O 1 . [Br-] 	C C 1 ( C C C Br ) O C C O 1
C C 1 C O 1 . C c 1 c c c c ( N ) c 1 C 	C c 1 c c c c ( N C C ( C ) O ) c 1 C
N . O = C ( O ) C n 1 n n n c 1 S 	N C ( = O ) C n 1 n n n c 1 S
Cl c 1 c c c 2 s c ( Cl ) n c 2 c 1 	Cl c 1 c c c 2 s c ( Cl ) n c 2 c 1
C C C C O C ( C ) Cl . c 1 n c [nH] n 1 	C C C C O C ( C ) n 1 c n c n 1
C S C C ( = O ) C ( C ) ( C ) C F . N O 	C S C C ( = N O ) C ( C ) ( C ) C F
C 1 C C N C 1 . N # C C = C O 	N # C C = C C 1 C C N C 1
N C ( N ) = S . O = C 1 C C C C C 1 Cl 	N c 1 n c 2 c ( s 1 ) C C C C 2
N C ( N ) = S . O = C 1 C C C C C 1 Cl 	N c 1 n c 2 c ( s 1 ) C C C C 2
C C C C O C ( = O ) C N c 1 c c c c c 1 	C C C C O C ( = O ) C N c 1 c c c c c 1
C C # N . C c 1 c c c c ( C ) c 1 N 	C c 1 c c c c ( C ) c 1 N C C # N
C = C C C # N . O c 1 c c c c c 1 O 	N # C C C 1 C O c 2 c c c c c 2 O 1
C C C C C Br . c 1 c c [cH-] c 1 	C C C C C C 1 = C C = C C 1
O = C ( O ) c 1 c c c ( Cl ) n c 1 	O C c 1 c c c ( Cl ) n c 1
C O C ( = O ) c 1 c c c c n 1 . N O 	O = C ( N O ) c 1 c c c c n 1
C C C C Br . C N ( C ) C C O 	C C C C O C C N ( C ) C
C C C C C c 1 c c c ( O ) c c 1 	C C C C C C 1 C C C ( O ) C C 1
C N C ( Cl ) = N c 1 c c c c c 1 	C N = C = N c 1 c c c c c 1
C # C C ( C ) ( O ) C = C C ( C ) C C 	C = C C ( C ) ( O ) C = C C ( C ) C C
O = C C Cl . S C c 1 c c n c c 1 	O = C C S C c 1 c c n c c 1
C c 1 o c 2 c c c c c 2 c 1 C . Cl C Cl 	C c 1 o c 2 c c ( C Cl ) c c c 2 c 1 C
C C ( = O ) C Cl . C n 1 n n n c 1 S 	C C ( = O ) C S c 1 n n n n 1 C
C C 1 C C = C ( C ( = O ) O ) C C 1 	C C 1 = C C C ( C ( = O ) O ) C C 1
C c 1 n o n c 1 C O . N C C S 	C c 1 n o n c 1 C S C C N
C 1 C N 1 . N c 1 c c c c c 1 	N C C N c 1 c c c c c 1
C C 1 C C = C ( C ( = O ) O ) C C 1 	C C 1 = C C C ( C ( = O ) O ) C C 1
C = C C N C C N . S = C = S 	C = C C N C C N C ( = S ) S
C = C C ( = O ) Cl . C C C C C C C C N 	C = C C ( = O ) N C C C C C C C C
O = C ( O ) C C ( F ) ( F ) C ( = O ) O 	O = C 1 C C ( F ) ( F ) C ( = O ) O 1
C O c 1 c c ( S C # N ) c c c 1 O 	C O c 1 c c ( S C ) c c c 1 O
C ( C C C 1 C O 1 ) C C 1 C O 1 . [OH-] 	C C C C C C C 1 2 O C 1 O 2
C C ( C ) = O . N c 1 c c c ( F ) c c 1 	C C ( C ) N c 1 c c c ( F ) c c 1
C = C C n 1 n n n c 1 S . O = C = O 	O = C ( O ) C C = C n 1 n n n c 1 S
C C ( C ) ( C ) C 1 C C C C ( N ) C 1 	C C ( C ) ( C ) c 1 c c c c ( N ) c 1
C = O . Cl . c 1 c c c 2 o c c c 2 c 1 	Cl C c 1 c c 2 c c c c c 2 o 1
c 1 c n c c ( - c 2 n c c [nH] 2 ) c 1 	c 1 c [nH] c ( C 2 C C C N C 2 ) n 1
N c 1 c c c ( Cl ) c c 1 Cl . S = C = S 	S c 1 n c 2 c c c ( Cl ) c c 2 s 1
C O . Cl C c 1 c c c o 1 . [OH-] 	O = C ( O ) C c 1 c c c o 1
C C ( = O ) c 1 c ( F ) c c c c 1 F 	C C ( O ) c 1 c ( F ) c c c c 1 F
N # C c 1 c c ( C C C Cl ) c c n 1 	N C c 1 c c ( C C C Cl ) c c n 1
C O C ( = O ) c 1 n s c ( N ) n 1 . Cl 	C O C ( = O ) c 1 n s c ( Cl ) n 1
C C 1 ( C ) N C ( = S ) C S 1 . C I 	C S C 1 = N C ( C ) ( C ) S C 1
C N S ( = O ) ( = O ) c 1 c c c c c 1 C 	N S ( = O ) ( = O ) c 1 c c c c c 1
C = O . O c 1 c c c c c 1 	O = C c 1 c c c c c 1 O
C C C C O . O = P ( Cl ) ( Cl ) Cl 	C C C C O P ( = O ) ( Cl ) Cl
C 1 C C C N C C 1 . O C C C Cl 	O C C C N 1 C C C C C C 1
N N C ( = O ) C 1 C C 1 . S = C = S 	S c 1 n n c ( C 2 C C 2 ) o 1
Br c 1 c c c n c 1 . N C C O 	O C C N c 1 c c c n c 1
C C ( = O ) O . O c 1 c c c c c 1 	C C ( = O ) c 1 c c c ( O ) c c 1
C O C C Br . N c 1 c c c c c 1 S 	C O C C S c 1 c c c c c 1 N
C C C C C C 1 ( C ) C O 1 . S 	C C C C C C ( C ) ( O ) C S
C = C C C C C . O = C C ( F ) ( F ) F 	C C C C C # C C ( O ) C ( F ) ( F ) F
O C C 1 C O c 2 c c c c c 2 O 1 	C ( O C C 1 C O 1 ) C 1 C O 1
C = C C ( = O ) O . C O C ( = O ) C Br 	C = C C ( = O ) O C C ( = O ) O C
Cl C c 1 c c n c c 1 . N C C S 	N C C S C c 1 c c n c c 1
N # C C C C C C c 1 c c c c c 1 	N C C C C C C c 1 c c c c c 1
Cl C C 1 C O 1 . N C c 1 c c c c c 1 	O C ( C Cl ) C N C c 1 c c c c c 1
Cl C C 1 C O 1 . N C c 1 c c c c c 1 	O C ( C Cl ) C N C c 1 c c c c c 1
O = C ( O ) C = C c 1 c c c c c 1 	O = C ( O ) C # C c 1 c c c c c 1
Br . C = O . C C C C C C C C O 	C C C C C C C C O C Br
C C O C ( = O ) C 1 C C C C C 1 C 	C C 1 C C C C C 1 C ( = O ) O
C C O . Cl P ( Cl ) c 1 c c c c c 1 . O 	C C O [PH] ( = O ) c 1 c c c c c 1
C O . N # C c 1 n c ( C Cl ) c n c 1 N 	C O C c 1 c n c ( N ) c ( C # N ) n 1
C C C C C N . N # C [N-] C # N 	C C C C C N C ( = N ) N C # N
Cl C Br . C n 1 c c n c 1 S 	C n 1 c c n c 1 S C Cl
O N = C c 1 c c ( F ) c c c 1 O 	N # C c 1 c c ( F ) c c c 1 O
Cl C C N 1 C C C C 1 . N N 	N N C C N 1 C C C C 1
C C C = N O . [O-] c 1 c c c c c 1 	C C ( C = N O ) O c 1 c c c c c 1
C C O C ( = O ) C C S c 1 n n n n 1 C 	C n 1 n n n c 1 S C C C ( = O ) O
Br Br . C C ( C ( = O ) O ) C ( = O ) O 	C C ( Br ) ( C ( = O ) O ) C ( = O ) O
C 1 C N C C N 1 . C c 1 c c c n c 1 Cl 	C c 1 c c c n c 1 N 1 C C N C C 1
Br . C = C C C ( C ) ( C ) C ( C ) = O 	C C ( = O ) C ( C ) ( C ) C C ( C ) Br
C C ( C ) C = O . O = C 1 C C C C C 1 	C C ( C ) C = C 1 C C C C C 1 = O
C N = C = S . N N c 1 c c c c c 1 	C N C ( = S ) N N c 1 c c c c c 1
O = C ( O ) C S . O C C c 1 c c c c c 1 	O = C ( C S ) O C C c 1 c c c c c 1
Br c 1 c c n c 2 c c n c c 1 2 . C N C 	C N ( C ) c 1 c c n c 2 c c n c c 1 2
C C C C C C N . N # C C O 	C C C C C C N C C # N
O = C ( Cl ) Cl . S C 1 = N C C S 1 	O = C ( Cl ) N 1 C C S C 1 = S
C C 1 ( C ) C O C ( = O ) C 1 = O 	C C 1 ( C ) C O C ( = O ) C 1 O
C O c 1 c c ( Cl ) n c ( N ) n 1 . I 	C O c 1 c c ( I ) n c ( N ) n 1
O N = C c 1 c c ( F ) c c c 1 O 	N # C c 1 c c ( F ) c c c 1 O
C = C C ( = O ) O C . S c 1 c c c c c 1 	C O C ( = O ) C C S c 1 c c c c c 1
O = C ( O ) C C ( F ) ( F ) C ( = O ) O 	O = C 1 C C ( F ) ( F ) C ( = O ) O 1
C c 1 c c c c ( C ( C ) ( C ) O ) c 1 N 	C = C ( C ) c 1 c c c c ( C ) c 1 N
C # C C Br . C C O C ( O C C ) O C C 	C C O C ( C # C C Br ) O C C
C N 1 C 2 C C C ( C # N ) C 1 C C 2 	C N 1 C 2 C C C ( C N ) C 1 C C 2
Br Br . C C ( = O ) C ( C ) ( C ) C F 	C C ( C ) ( C F ) C ( = O ) C Br
C C = O . N C C ( = O ) N C C ( N ) = O 	C C 1 N C C ( = O ) N 1 C C ( N ) = O
C # C C O . C C ( C ) ( C ) C N = C = O 	C # C C O C ( = O ) N C C ( C ) ( C ) C
C C ( = O ) Cl . c 1 c c c c c 1 	C C ( = O ) c 1 c c c c c 1
C C 1 ( C ) N c 2 c c c c c 2 S 1 	C C ( C ) N c 1 c c c c c 1 S
C O C ( = O ) C C C C C = O 	O = C C C C C C ( = O ) O
C O C ( = O ) C C C C C = O 	O = C C C C C C ( = O ) O
C O C ( = O ) C C C C C = O 	O = C C C C C C ( = O ) O
C O C C C C ( F ) ( F ) C = O . O N Cl 	C O C C C C ( F ) ( F ) C = N O
C O C C C C ( F ) ( F ) C = N O 	C O C C C C ( F ) ( F ) C # N
C # C C ( = C ) C . C = C C = O 	C = C C ( O ) C # C C ( = C ) C
Cl c 1 c c c ( C 2 N C C S 2 ) c n 1 	S C C N C c 1 c c c ( Cl ) n c 1
N C C N . O = C c 1 c n c n c 1 	N C C N C c 1 c n c n c 1
Br Br . O c 1 c ( F ) c c c c 1 F 	O c 1 c ( F ) c c ( Br ) c c 1 F
N # C C C N ( C C # N ) C C C O 	O C C C N 1 C C C N C C 1
N # C C C N ( C C # N ) C C C O 	O C C C N 1 C C C N C C 1
Cl c 1 c c n c c 1 . N n 1 c c c c 1 	c 1 c c n ( N c 2 c c n c c 2 ) c 1
Cl C Br . N # C C 1 C C C C 1 	N # C C 1 ( C Cl ) C C C C 1
O = C ( O ) C = C c 1 c c c c c 1 	O C C C c 1 c c c c c 1
C S C ( = N ) N . N C C C C C C N 	N = C ( N ) N C C C C C C N
O = C ( O ) C ( Br ) c 1 c c c c c 1 	O C C ( Br ) c 1 c c c c c 1
C C C ( O ) c 1 c c c c c 1 . Cl 	C C C ( Cl ) c 1 c c c c c 1
O = C ( N C C O ) c 1 c n c c n 1 	O = C ( N C C O ) C 1 C N C C N 1
C C C C C Br . C O C C C N 	C C C C C N C C C O C
C = O . C O c 1 c c c c ( O C ) c 1 O 	C O c 1 c c ( C O ) c c ( O C ) c 1 O
c 1 c c c ( - c 2 n n n [nH] 2 ) c c 1 	c 1 c c c ( - c 2 n n n [nH] 2 ) c c 1
C C ( = O ) C 1 = C C N ( C ) C C 1 	C C ( = O ) C 1 = C C N C C 1
O C C # C c 1 c c c c 2 c c n c c 1 2 	O C C C c 1 c c c c 2 c c n c c 1 2
Br Br . O c 1 c ( F ) c c c c 1 F 	O c 1 c ( F ) c c ( Br ) c c 1 F
C O C ( = O ) C 1 C C = C ( Cl ) C C 1 	C O C ( = O ) C 1 C C C ( Cl ) C C 1
C n 1 c c ( Cl ) n c ( Cl ) c 1 = O . N 	C n 1 c c ( Cl ) n c ( N ) c 1 = O
C N = C ( N C # N ) S C . N C C N 	C N C ( = N C # N ) N C C N
C C ( C ) ( C ) N . C C = O . [C-] # N 	C C ( C # N ) N C ( C ) ( C ) C
Br C 1 C C C C C 1 . C C ( N ) = O 	C C ( = O ) N C 1 C C C C C 1
O = C ( N C C O ) c 1 c c c ( O ) c c 1 	O c 1 c c c ( C 2 = N C C O 2 ) c c 1
C c 1 c c ( C ) o n 1 . Cl C C # C C Cl 	C c 1 c c ( C C C # C C Cl ) o n 1
C C 1 = N C ( C ) C c 2 c c c c c 2 1 	C C 1 C c 2 c c c c c 2 C ( C ) N 1
C C ( O ) C ( = O ) O . N C C O C C O 	C C ( O ) C ( = O ) N C C O C C O
N C C Cl . O c 1 c c c c ( Cl ) c 1 	N C C O c 1 c c c c ( Cl ) c 1
C = C C N C ( = S ) N C C = C 	C = C C N = C = N C C = C
C O . O = C ( O ) C c 1 c c s c 1 	C O C ( = O ) C c 1 c c s c 1
N c 1 c c c c c 1 C O C C ( = O ) O 	O = C 1 C O C c 2 c c c c c 2 N 1
C N = C = O . N c 1 n n n [nH] 1 	C N C ( = O ) N c 1 n n n [nH] 1
C O C ( = O ) C S c 1 c c s c 1 C = O 	C O C ( = O ) c 1 c c 2 s c c c 2 s 1
C # C C C C C = O . S C C C S 	C # C C C C C 1 S C C C S 1
Br C c 1 c c c c c 1 . C C N C C 	C C N ( C C ) C c 1 c c c c c 1
Br C c 1 c c c c c 1 . C 1 C C N C 1 	c 1 c c c ( C N 2 C C C C 2 ) c c 1
Br C c 1 c c c c c 1 . C C C N C C C 	C C C N ( C C C ) C c 1 c c c c c 1
C C ( = O ) c 1 c c c ( O ) c c 1 . N O 	C C ( = N O ) c 1 c c c ( O ) c c 1
C C ( C ) C O C ( = O ) Cl . C N N C 	C N N ( C ) C ( = O ) O C C ( C ) C
C O C C O . Cl C C 1 C O 1 	C O C C O C C ( O ) C Cl
C # C C O . C C ( C ) = C C Br 	C # C C O C C = C ( C ) C
C O c 1 c c c 2 c ( O C ) c c c c 2 c 1 	C O c 1 c c c c 2 c 1 C C C ( = O ) C 2
C = C C C C C C C C C C C 	C # C C C C C C C C C C C
C = C ( C ) C ( = O ) N = C = O . C N 	C = C ( C ) C ( = O ) N C ( = O ) N C
N C C N . O = C C ( = O ) c 1 c c c o 1 	c 1 c o c ( C 2 C N C C N 2 ) c 1
O = C ( N C C O ) c 1 c c c ( O ) c c 1 	O c 1 c c c ( C 2 = N C C O 2 ) c c 1
C C C C C C C C ( = O ) Cl . O C C O 	C C C C C C C C ( = O ) O C C O
C C C ( = O ) O . C C C C C C C C N C 	C C C C C C C C N ( C ) C C C
C C ( C ) C ( = O ) C C # N . C N N 	C C ( C ) c 1 c c ( N ) n ( C ) n 1
C O [Si] ( C ) ( O C ) c 1 c c c c c 1 	C O [Si] ( C ) ( O C ) C 1 C C C C C 1
O C c 1 c c c c 2 c c c n c 1 2 	O C c 1 c c c c 2 c 1 N C C C 2
C N C C O . Cl c 1 c c n c c 1 	C N ( C C O ) c 1 c c n c c 1
C N C C O . O = C ( Cl ) N 1 C C C C 1 	C N ( C C O ) C ( = O ) N 1 C C C C 1
O C C # C c 1 c c c c 2 c c n c c 1 2 	O C C C c 1 c c c c 2 c c n c c 1 2
C = C c 1 c c c ( O C ) c ( O C ) c 1 	C C c 1 c c c ( O C ) c ( O C ) c 1
C C C N C C C . C N C ( = O ) N C 	C C C N ( C C C ) C ( = O ) N C
C C ( = O ) O . O c 1 c c c c c 1 	C C ( = O ) c 1 c c c ( O ) c c 1
C = C ( C ) O C ( C ) = O . C C C C C C 	C [C@H] ( O ) c 1 c c c c c 1
C = C C Br . O = C 1 C C C C N 1 	C = C C N 1 C C C C C 1 = O
C O C C = O . O C C C O 	C O C C 1 O C C C O 1
C C O C = N c 1 c ( C ) c c c c 1 C C 	C C c 1 c c c c 2 c c [nH] c 1 2
C O C ( C Br ) O C . N c 1 c n c c n 1 	c 1 c n 2 c c n c 2 c n 1
N c 1 c c c c c 1 . O C ( C Br ) C C Br 	O C 1 C C N ( c 2 c c c c c 2 ) C 1
C C ( = O ) C Cl . C n 1 n n n c 1 S 	C C ( = O ) C S c 1 n n n n 1 C
C N C . O = C ( Cl ) C C C C Cl 	C N ( C ) C ( = O ) C C C C Cl
C C C C C C C C C C C C C O 	C C C C C C C C C C C C O
c 1 c c c 2 c ( c 1 ) C C C C 2 	c 1 c c c 2 c c c c c 2 c 1
C C 1 C C ( = O ) C C ( = O ) C 1 . N 	C C 1 C C ( = O ) C = C ( N ) C 1
C = C O C ( = O ) Cl . O C C Br 	C = C O C ( = O ) O C C Br
C C ( = O ) [O-] . C C C 1 C N C 1 = O 	C C C 1 C ( = O ) N C 1 O C ( C ) = O
C 1 C C O C 1 . C C C C C C 	C # C O C c 1 c c c c c 1
C C C C C C C C C C S C C N 	C C C C C C C C C C S C C N
C N ( C ) C = O . C O C c 1 c c s c 1 	C O C c 1 c c s c 1 C = O
O = S ( Cl ) Cl . O C [C@H] 1 C C C N 1 	O = [S@@] 1 O C C 2 C C C N 2 1
C O C ( = O ) C 1 C C = C C ( O C ) O 1 	C O [C@H] 1 C C C [C@H] ( C O ) O 1
C C = C C C Br . N C c 1 c c c c c 1 	C C = C C C N C c 1 c c c c c 1
C C C C C C C C N . O = C = O 	C C C C C C C C N = C = O
C C ( = O ) [O-] . C C C 1 C N C 1 = O 	C C C 1 C ( = O ) N C 1 O C ( C ) = O
O = C ( O ) C C C C c 1 c c c c c 1 	O C C C C C c 1 c c c c c 1
c 1 c c c ( C 2 C O 2 ) c c 1 	O C C c 1 c c c c c 1
C N O . O = C ( Cl ) C ( Br ) C C Br 	C N 1 O C C C ( Br ) C 1 = O
N O . O = C c 1 c c ( Cl ) c c c 1 O 	O N = C c 1 c c ( Cl ) c c c 1 O
Br Br . O c 1 c ( F ) c c c c 1 F 	O c 1 c ( F ) c c ( Br ) c c 1 F
N C C 1 C C C C C 1 . O = C ( Cl ) C Cl 	O = C ( C Cl ) N C C 1 C C C C C 1
C C 1 2 C C C ( C C 1 = O ) C 2 ( C ) C 	C C 1 2 C = C C ( C C 1 ) C 2 ( C ) C
N C C S c 1 c c c c 2 n c c n 1 2 	N C C S c 1 c c c c 2 n c c n 1 2
C O C ( = O ) C O . N C c 1 c c c c c 1 	O = C ( C O ) N C c 1 c c c c c 1
C C C C N . N # C c 1 c c c n c 1 Cl 	C C C C N c 1 n c c c c 1 C # N
C C ( C ) O C Cl . O C C C O 	C C ( C ) O C O C C C O
C C O . N C C N C C O . S = C = S 	O C C N 1 C = N C ( = S ) C 1
C C c 1 c c c c ( N C # N ) c 1 . C I 	C C c 1 c c c c ( N ( C ) C # N ) c 1
C N . O C C C C C C C C C Cl 	C N C C C C C C C C C O
C c 1 n c c c c 1 C Cl . [C-] # N 	C c 1 n c c c c 1 C C # N
C O C 1 C C O C ( = O ) C C 1 . N 	O = C 1 C C C ( C C O ) N 1
C C C C C N C C C C C . O = C ( Cl ) Cl 	C C C C C N ( C C C C C ) C ( = O ) Cl
C S . O = C c 1 c c c c c 1 Cl 	C c 1 c c c c c 1 C = S
C C C C C C C C N . O = C = O 	C C C C C C C C N = C = O
C C C C C C C C N . O = C = O 	C C C C C C C C N = C = O
C C C C C C C C N . O = C = O 	C C C C C C C C N = C = O
C C Br . C c 1 c c ( = O ) [nH] [nH] 1 	C C N 1 N = C ( C ) C C 1 = O
C n 1 c c c c 1 . O = C ( Cl ) C Cl 	C n 1 c c c c 1 C ( = O ) C Cl
C C C C C ( = O ) N c 1 c s c c 1 N 	C C C C c 1 n c 2 c s c c 2 [nH] 1
C O c 1 c c c ( F ) c c 1 O C 	O c 1 c c c ( F ) c c 1 O
C 1 C C N C C 1 . C C S ( = O ) C C Cl 	C C S ( = O ) C C N 1 C C C C C 1
C 1 C O 1 . C c 1 c c ( C ) o n 1 	C c 1 c c ( C C C O ) o n 1
C C C C C ( = O ) C C C ( C ) = O 	C C C C C ( = O ) C C C ( C ) O
C # C . C C C ( C ) ( C ) C ( C ) = O 	C # C C ( C ) ( O ) C ( C ) ( C ) C C
C O C C O C C O C C Cl . O C C O C C O 	C O C C O C C O C C O C C O C C O
C C C C C C C ( = O ) Cl . N C C O 	C C C C C C C ( = O ) N C C O
C C O C ( = O ) C Br . O C C Cl 	C C O C ( = O ) C O C C Cl
Cl C C C Br . N c 1 c c c c c 1 O 	N c 1 c c c c c 1 O C C C Cl
C = C C # N . C C ( = O ) C ( C ) C 	C C ( = O ) C ( C ) ( C ) C C C # N
C O C ( = O ) C 1 C C N C C 1 . O = C O 	C O C ( = O ) C 1 C C N ( C ) C C 1
C = C ( C ) C ( O C C ) O C C 	C C O C ( O C C ) = C ( C ) C
C O . O = C ( O ) c 1 c c c c c 1 	C O C ( = O ) c 1 c c c c c 1
C = C C O . C O C ( C Br ) O C 	C = C C O C C ( O C ) O C
C C C ( = O ) O . C C S C ( = O ) O C I 	C C S C ( = O ) O C O C ( = O ) C C
